CBSA Code,Date,AQI,Category,Defining Parameter,Number of Sites Reporting,city_ascii,state_id,state_name,lat,lng,population,density,timezone
10140,1/1/22,21,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/2/22,12,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/3/22,18,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/4/22,19,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/5/22,17,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/6/22,15,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/7/22,20,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/8/22,13,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/9/22,16,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/10/22,18,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/11/22,20,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/12/22,25,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/13/22,13,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/14/22,18,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/15/22,19,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/16/22,18,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/17/22,11,Good,PM2.5,1,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/18/22,10,Good,PM2.5,1,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/19/22,16,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/20/22,13,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/21/22,13,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/22/22,14,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/23/22,24,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/24/22,28,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/25/22,28,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/26/22,28,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/27/22,31,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/28/22,34,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/29/22,36,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/30/22,20,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10140,1/31/22,18,Good,PM2.5,2,Aberdeen,WA,Washington,46.9757,-123.8094,16571,588,America/Los_Angeles
10420,1/1/22,31,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/2/22,6,Good,PM2.5,2,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/3/22,15,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/4/22,44,Good,PM2.5,2,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/5/22,30,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/6/22,32,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/7/22,31,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/8/22,40,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/9/22,19,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/10/22,20,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/11/22,30,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/12/22,30,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/13/22,55,Moderate,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/14/22,33,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/15/22,17,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/16/22,33,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/17/22,32,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/18/22,38,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/19/22,35,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/20/22,15,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/21/22,22,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/22/22,72,Moderate,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/23/22,45,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/24/22,38,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/25/22,38,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/26/22,61,Moderate,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/27/22,57,Moderate,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/28/22,36,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/29/22,44,Good,PM2.5,2,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/30/22,60,Moderate,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,1/31/22,84,Moderate,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/1/22,60,Moderate,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/2/22,42,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/3/22,7,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/4/22,31,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/5/22,48,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/6/22,54,Moderate,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/7/22,60,Moderate,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/8/22,60,Moderate,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/9/22,29,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/10/22,20,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/11/22,28,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/12/22,11,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/13/22,23,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/14/22,35,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/15/22,62,Moderate,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/16/22,37,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/17/22,20,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/18/22,15,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/19/22,21,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/20/22,19,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/21/22,26,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/22/22,28,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/23/22,20,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/24/22,22,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/25/22,25,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/26/22,33,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/27/22,32,Good,PM2.5,1,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,2/28/22,27,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/1/22,37,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/2/22,57,Moderate,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/3/22,39,Good,Ozone,5,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/4/22,39,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/5/22,54,Moderate,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/6/22,44,Good,Ozone,5,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/7/22,37,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/8/22,42,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/9/22,45,Good,PM2.5,5,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/10/22,52,Moderate,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/11/22,38,Good,PM2.5,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/12/22,41,Good,Ozone,5,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/13/22,40,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/14/22,46,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/15/22,40,Good,Ozone,4,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/16/22,64,Moderate,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/17/22,77,Moderate,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/18/22,58,Moderate,Ozone,5,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/19/22,32,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/20/22,41,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/21/22,48,Good,Ozone,5,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/22/22,40,Good,Ozone,4,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/23/22,37,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/24/22,38,Good,Ozone,5,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/25/22,32,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/26/22,31,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/27/22,36,Good,Ozone,5,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/28/22,36,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/29/22,39,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/30/22,49,Good,Ozone,5,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10420,3/31/22,45,Good,Ozone,3,Akron,OH,Ohio,41.0798,-81.5219,570375,1230,America/New_York
10500,1/1/22,29,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/2/22,30,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/3/22,15,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/4/22,26,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/5/22,60,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/6/22,53,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/7/22,31,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/8/22,42,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/9/22,32,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/10/22,13,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/11/22,20,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/12/22,27,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/13/22,41,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/14/22,52,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/15/22,75,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/16/22,19,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/17/22,26,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/18/22,54,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/19/22,61,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/20/22,53,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/21/22,33,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/22/22,33,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/23/22,54,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/24/22,49,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/25/22,52,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/26/22,55,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/27/22,55,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/28/22,68,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/29/22,34,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/30/22,55,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,1/31/22,41,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/1/22,84,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/2/22,48,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/3/22,31,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/4/22,18,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/5/22,30,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/6/22,24,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/7/22,24,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/8/22,44,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/9/22,58,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/10/22,72,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/11/22,93,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/12/22,99,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/13/22,63,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/14/22,60,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/15/22,97,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/16/22,55,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/17/22,35,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/18/22,26,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/19/22,41,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/20/22,60,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/21/22,52,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/22/22,57,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/23/22,69,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/24/22,71,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/25/22,57,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/26/22,84,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/27/22,146,Unhealthy for Sensitive Groups,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,2/28/22,40,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/1/22,58,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/2/22,112,Unhealthy for Sensitive Groups,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/3/22,146,Unhealthy for Sensitive Groups,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/4/22,151,Unhealthy,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/5/22,69,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/6/22,42,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/7/22,55,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/8/22,55,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/9/22,28,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/10/22,35,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/11/22,36,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/12/22,16,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/13/22,27,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/14/22,43,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/15/22,23,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/16/22,34,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/17/22,57,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/18/22,32,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/19/22,28,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/20/22,30,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/21/22,61,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/22/22,48,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/23/22,29,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/24/22,30,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/25/22,26,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/28/22,80,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/29/22,144,Unhealthy for Sensitive Groups,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/30/22,73,Moderate,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10500,3/31/22,35,Good,PM2.5,1,Albany,GA,Georgia,31.5776,-84.1762,89323,509,America/New_York
10540,1/1/22,53,Moderate,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/2/22,9,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/3/22,5,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/4/22,6,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/5/22,9,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/6/22,4,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/7/22,6,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/8/22,17,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/9/22,30,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/10/22,40,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/11/22,27,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/12/22,20,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/13/22,9,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/14/22,32,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/15/22,35,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/16/22,33,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/17/22,33,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/18/22,22,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/19/22,13,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/20/22,10,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/21/22,25,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/22/22,45,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/23/22,38,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/24/22,33,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/25/22,51,Moderate,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/26/22,54,Moderate,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/27/22,50,Good,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/28/22,59,Moderate,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
10540,1/29/22,70,Moderate,PM2.5,1,Albany,OR,Oregon,44.6272,-123.0965,66405,1190,America/Los_Angeles
